,category,headline,authors,link,short_description,date
101,POLITICS,Claire McCaskill Still Waiting For Ron Johnson To Release Hillary Clinton Documents,Ruby Mellen and Amanda Terkel,https://www.huffingtonpost.com/entry/claire-mccaskill-ron-johnson_us_563a46a4e4b0b24aee48631d,McCaskill accused Johnson of cherry-picking details that would make Clinton look bad.,2015-11-04
102,POLITICS,Trump Backs Saudi Leaders During Mass Purge,Nick Visser,https://www.huffingtonpost.com/entry/donald-trump-saudi-arabia-purge_us_5a00ec23e4b07eb51181a16c,"""Some of those they are harshly treating have been 'milking' their country for years!"" the president said on Twitter.",2017-11-07
103,POLITICS,"Jacob Hall, 6, Dies After South Carolina Elementary School Shooting",Andy Campbell and Sebastian Murdock,https://www.huffingtonpost.com/entry/6-year-old-boy-shot-at-south-carolina-elementary-school-has-died_us_57f01317e4b0c2407cde41dc,"His brother paid tribute to the ""strongest soldier.""",2016-10-01
104,POLITICS,Obama Lauds The Trailblazers On Women's Equality Day,Ashley Alman,https://www.huffingtonpost.com/entry/obama-womens-equality-day_us_57c047e3e4b04193420eb9c6,"""At every level of society, women are leaders at the forefront of progress.""",2016-08-26
105,POLITICS,New Yorkers Seem To Be Warming Up To Donald Trump,Nick Bayer,https://www.huffingtonpost.com/entry/donald-trump-gains-popularity-with-new-yorkers_us_5845bbe0e4b055b3139894b2,"A majority of the state voted for Hillary Clinton, but the president-elect is becoming more popular among residents.",2016-12-05
106,POLITICS,California Looking Less Like A Sure Thing For Hillary Clinton,,https://www.huffingtonpost.comhttp://www.nytimes.com/2016/05/27/us/politics/hillary-clinton-bernie-sanders-california-primary.html,"On Wednesday, after days of looking, Karen Furia, 65, finally found what she was searching for: a “Hillary” bumper sticker",2016-05-28
107,POLITICS,Time for America to Empower Working Mothers,"Natalia Brzezinski, ContributorCEO Symposium Stockholm, the Brilliant Minds Creativity event ...",https://www.huffingtonpost.com/entry/time-for-america-to-empower-working-mothers_b_8062106.html,"""Having it all"" seems to have died a slow and unceremonious death. Now we American women talk about blending, integration, ""managing it all"", or giving it all up in favor of digital detox, yoga and a simpler life. Less stuff, less stress, and less enterprising women in the workforce using their unique voices to challenge the fundamentally broken status quo.",2015-09-05
108,POLITICS,Repealing And Replacing Obamacare In The U.S. Territories,"Maria Levis, ContributorCEO, Impactivo",https://www.huffingtonpost.com/entry/repealing-and-replacing-obamacare-in-the-us-territories_us_58798857e4b094e1aa9dc65a,Obamacare was not created with the U.S. Territories in mind. As the Trump Administration and Congress act to repeal and replace,
109,POLITICS,New Report On Ferguson Is Most Thorough Yet,Mariah Stewart,https://www.huffingtonpost.com/entry/ferguson-commission-report_us_55f6ae4ae4b063ecbfa4c17c,"Now, it's up to the community to act.",2015-09-14
110,POLITICS,The Mythology Of Trump’s ‘Working Class’ Support,,https://www.huffingtonpost.comhttp://fivethirtyeight.com/features/the-mythology-of-trumps-working-class-support/,It’s been extremely common for news accounts to portray Donald Trump’s candidacy as a “working-class” rebellion against Republican,2016-05-03
111,POLITICS,The Worst Presidential 100 Days Ever,"Earl Ofari Hutchinson, ContributorEarl Ofari Hutchinson is an author and political analyst",https://www.huffingtonpost.com/entry/the-worst-presidential-100-days-ever_us_58ff7185e4b06c83622e70d1,He’s the least politically equipped winning presidential candidate to ever sit behind the desk in the Oval Office.,2017-04-25
112,POLITICS,"As Republicans Attack The DOJ And FBI, Sessions Vows To Stand Up To 'Unfair' Criticism",Ryan J. Reilly,https://www.huffingtonpost.com/entry/doj-fbi-sessions-gop-attacks_us_5a6b7e16e4b0ddb658c63d1d,GOP politicians have been questioning the integrity of the nation's premier law enforcement agency in an effort to undermine the Mueller probe.,2018-01-26
113,POLITICS,Donald Trump Projected Winner In Virginia GOP Presidential Primary,Igor Bobic,https://www.huffingtonpost.com/entry/donald-trump-virginia-primary_us_56d4bedde4b0871f60ec776c,Republican voters in the commonwealth like the reality TV star.,2016-03-02
114,POLITICS,John Kasich Supports Ohio Bill That Would Ban Abortions For Down Syndrome,Marina Fang,https://www.huffingtonpost.com/entry/john-kasich-ohio-abortion_us_55ff266be4b08820d919154b,"""I'm more than glad to say that of course I would sign that.""",2015-09-20
115,POLITICS,Donald Trump Makes The Most Absurd Defense Yet For Mocking Reporter With Disability,Daniel Marans,https://www.huffingtonpost.com/entry/donald-trump-absurd-defense-mocking-reporter-with-disability_us_579cfc5ce4b0693164c1870a,"He boasted that he spends millions on ramps for people with disabilities, despite this being a legal requirement.",2016-07-30
116,POLITICS,Donald Trump Will Endorse Paul Ryan After All: Fox News,,https://www.huffingtonpost.com/entry/donald-trump-paul-ryan_us_57a4ce3de4b056bad215678a,He's really keeping everyone on their toes.,2016-08-05
117,POLITICS,Investigator In Secret Service Prostitution Scandal Resigns,,https://www.huffingtonpost.com/entry/investigator-in-secret-se_n_6064856.html,,2014-10-28
118,POLITICS,Eligible But Got Nothing: Hundreds Of Thousands Of People With Disabilities Blocked From College Aid,"MEREDITH KOLODNER, The Hechinger Report",https://www.huffingtonpost.com/entry/vocational-rehabilitation_us_57e144ede4b0071a6e0977d8,When offices set up to assist people with disabilities become obstacles.,2016-09-20
119,POLITICS,HUFFPOST HILL - America Struggles To Explain Latest Biden Gaffe To Children,Eliot Nelson,https://www.huffingtonpost.com/entry/huffpost-hill_n_6681084.html,,2015-02-13
120,POLITICS,The United States Should Remember Raphael Lemkin's Words and Formally Recognize the Armenian Genocide,"H. A. Goodman, ContributorColumnist published in The Cleveland Plain Dealer, The Baltimo...",https://www.huffingtonpost.com/entry/the-united-states-should-_2_b_7053052.html,"If the man who coined the term ""genocide"" is on tape stating verbatim that it happened ""to the Armenians,"" why on Earth can't the United States formally recognize the Armenian Genocide?",2015-04-13
121,CRIME,Search Underway After Woman Reportedly Jumps Off Carnival Cruise Ship,Nina Golgowski,https://www.huffingtonpost.com/entry/carnival-cruise-ship-passenger-search_us_57d159c9e4b06a74c9f2c2a8,"Rina Patel, 32, went overboard southwest of the Bahamas early Wednesday, officials said.",2016-09-08
122,CRIME,Violent Protests Erupt In Milwaukee After Police Kill Suspect At Traffic Stop,"Brendan O'Brien, Reuters",https://www.huffingtonpost.com/entry/violent-protests-erupt-in-milwaukee-after-police-kill-suspect-at-traffic-stop_us_57b054d9e4b071840411b466,A crowd of more than 100 people hurled rocks as police officers attempted to disperse the protesters.,2016-08-14
123,CRIME,4 Killed After Truck Flies Off San Diego Bridge Onto Festival 60 Feet Below,"Marty Graham and Chris Michaud, Reuters",https://www.huffingtonpost.com/entry/san-diego-truck-crash-killed_us_58035bb8e4b06e0475954d18,Authorities said the truck's driver survived and was later charged with driving under the influence.,2016-10-16
124,POLITICS,Palestine Solidarity... Censored?,"Peter Hart, ContributorCommunications Director, NCAC (ncac.org)",https://www.huffingtonpost.com/entry/palestine-solidarity-cens_b_6909486.html,"Instead of an event exploring the complexities of politics, collaborative action and solidarity, tonight there will be a protest against the museum's decision. An opportunity to deepen our understanding of political processes has been lost.",2015-03-20
125,POLITICS,Wendy Davis Calls Group That Doctored Planned Parenthood Videos 'Liars',Amber Ferguson,https://www.huffingtonpost.com/entry/wendy-davis-planned-parenthood-no-charges_us_56a8e12fe4b0f717992886a4,"""There are always going to be efforts by anti-abortion activists who try to stop groups like Planned Parenthood in their tracks.""",2016-01-27
126,POLITICS,Afghanistan Could Trump Trump’s Other Foreign Policy Challenges,"ABDULLAH SHARIF, ContributorAuthor and Former Diplomat",https://www.huffingtonpost.com/entry/afghanistan-could-trump-trumps-other-foreign-policy_us_58403bd3e4b0b93e10f8dfd0,We don’t yet know what Mr. Trump specifically has in mind about Afghanistan.,2016-12-01
127,POLITICS,Oklahoma Bill Would Give Clergy Power Over Marriage Licenses,,https://www.huffingtonpost.com/entry/oklahoma-gay-marriage_n_6858424.html,,2015-03-12
128,POLITICS,How Hobby Lobby Undermines All Americans' Freedom,"Lincoln Mitchell, ContributorWriter, pundit, analyst and kibitzer. For more about me, visit...",https://www.huffingtonpost.com/entry/how-hobby-lobby-undermine_b_5561501.html,"The Hobby Lobby ruling not only is terrible news for women seeking a guarantee of good health care through their employer, but also for anybody who believes in personal freedom.",2014-07-06
129,POLITICS,Public-Private Partnerships Must Survive This Attack On The Public Sector,"Steven Cohen, ContributorProfessor in the Practice of Public Affairs, Columbia Universi...",https://www.huffingtonpost.com/entry/public-private-partnerships-must-survive-this-attack_us_5a37bf45e4b02bd1c8c60881,"I know it’s popular to believe that the private sector is a paragon of efficiency and government is simply waste, fraud and abuse, but it is simply not true.",2017-12-18
130,POLITICS,Pro-Trump Candidate Attacks Mexicans With Video Of Migrants In Morocco,Sara Boboltz,https://www.huffingtonpost.com/entry/gop-candidate-christina-hagan-attacks-mexican-immigrants-using-video-of-moroccans_us_5aabcb4ce4b05b2217fe23ab,Ohio GOP congressional candidate Christina Hagan is trying to stir anti-immigrant sentiment with a misleading ad.,2018-03-16
131,POLITICS,Lynch Takes On The Most Powerful Man In Sports,,https://www.huffingtonpost.com/entry/loretta-lynch-fifa_n_7457016.html,,2015-05-28
132,POLITICS,"Muslim Brotherhood Terror Designation Will Lead To 'Witch-Hunt,' Rights Groups Say",Christopher Mathias,https://www.huffingtonpost.com/entry/muslim-brotherhood-terror-designation-letter_us_58b03effe4b0780bac28758b,"In an open letter, over 80 groups say it could cause the ""effective shut-down"" of American Muslim civil rights organizations.",2017-02-24
133,CRIME,Snowboarder May Have Caused Montana Avalanche That Injured Three,"Reuters, Reuters",https://www.huffingtonpost.com/entry/snowboarder-caused-avalanche_us_5ba2c71fe4b0c2784da635bd,"March 1 (Reuters) - An avalanche that destroyed a house and injured three people in Missoula, Montana, may have been inadvertently",2014-03-02
134,POLITICS,What Joe Biden Gave Up To Run With Obama,Natasha Bach,https://www.huffingtonpost.com/entry/joe-biden-obama-ticket_n_5493424.html,,2014-06-13
135,POLITICS,White House: Trump's Trade Call With Trudeau 'Amicable.' Canada: Not So Much.,Rebecca Shapiro,https://www.huffingtonpost.com/entry/trump-trudeau-reactions-call_us_59000089e4b081a5c0f8c1eb,"One phone call, two reactions.",2017-04-26
136,CRIME,Fleeing Kidnapping Suspect Identified,,https://www.huffingtonpost.com/entry/kidnapping-suspect-kentucky_n_6539766.html,,2015-01-25
137,POLITICS,Obama's Foreign Policy Approval Drops In New Poll,Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/obama-foreign-policy-approval_n_5507128.html,,2014-06-18
138,POLITICS,Which Came First -- The Violence Or The Rhetoric?,"Martie Sirois, ContributorTGNC advocate, founder of S.E.A.R.CH., mom of 3, www.gendercre...",https://www.huffingtonpost.com/entry/which-came-first-the-violence-or-the-rhetoric_us_594189b9e4b03e17eee088da,"Who or what do we blame? (This is a rhetorical question, by the way). Because honestly? Blaming is a moot point. On June",2017-06-15
139,CRIME,Judge Orders Man Accused of Tweeting Threats To Never Tweet,Jenna Amatulli,https://www.huffingtonpost.com/entry/man-accused-of-tweeting-threats_us_57740264e4b042fba1ced080,Threats made on social media are still real threats.,2016-06-29
140,CRIME,"Brooke Lynn Domel, Texas Teacher Accused Of Sex With Student, Formally Fired By School Board",Andres Jauregui,https://www.huffingtonpost.com/entry/brooke-lynn-domel-teacher-sex_us_5ba2bcf1e4b0c2784da54c75,"Domel, a married mother of two small children, is accused of an inappropriate relationship between educator and student, a",2013-07-20
141,POLITICS,"News Roundup for April 27, 2017","Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-april-27-2017_us_590219d0e4b0768c2682e3bc,"Today, in Trump’s America... 1. Trump has once again changed his mind and won’t pull the US out of NAFTA. To quote Katy Perry",2017-04-27
142,POLITICS,Texas Lawmaker Accuses Obama Of 'Empowering Radical Islamists' Instead Of Protecting Christians,Shadee Ashtari,https://www.huffingtonpost.com/entry/-louie-gohmert-obama-boko-haram_n_5366028.html,,2014-05-21
143,POLITICS,All The Ways Donald Trump Violated The Boy Scout Law Last Night,Lee Moran,https://www.huffingtonpost.com/entry/donald-trump-boy-scouts-values_us_5976e8c4e4b0e201d57786bb,"""Trump is the antithesis of Scout values.""",2017-07-25
144,POLITICS,U.S. Attorney Preet Bharara's Warning Sends Chill Through Albany,,https://www.huffingtonpost.com/entry/us-attorney-preet-bharara_n_6537530.html,,2015-01-24
145,POLITICS,Cop Suggests Writing #BlackLivesMatter On A Cup Promotes 'Violence',Matt Ferner,https://www.huffingtonpost.com/entry/black-lives-matter-coffee-cup_us_56154b51e4b021e856d31c2b,"No, it promotes ending violence.",2015-10-08
146,POLITICS,Why Progressives Are Cautiously Optimistic About Hillary Clinton,Daniel Marans,https://www.huffingtonpost.com/entry/why-progressives-cautiously-optimistic-hillary-clinton_us_57b7951de4b0b51733a3a699,The Bernie Sanders wing insists the momentum is on its side -- and they will fight to keep it that way.,2016-08-20
147,POLITICS,Of Course Sean Spicer's Goodbye Email Contained A Typo,Lee Moran,https://www.huffingtonpost.com/entry/sean-spicer-typo-goodbye-email-white-house_us_59a90239e4b0dfaafcef40bf,"""Wouldn't be authentic Spicer without that typo.""",2017-09-01
148,POLITICS,Dig Out Begins After Massive Blizzard Paralyzes Northeastern U.S. Cities,"Frank McGurty and Ian Simpson, Reuters",https://www.huffingtonpost.com/entry/dig-out-begins-after-massive-blizzard-paralyzes-northeastern-us-cities_us_56a4eb15e4b0d8cc109a6618,The storm was the second-biggest in New York City history.,2016-01-24
149,CRIME,"Woman's Last Words Before Alleged Killing: 'Whoa, You Scared Me'",,https://www.huffingtonpost.com/entry/phone-last-words-firefighter_n_5298829.html,,2014-05-10
150,POLITICS,Trump Vows To Stay In Race After Lewd Remarks Surface,,https://www.huffingtonpost.com/entry/trump-vows-to-stay-in-race_us_57f9c117e4b068ecb5df3c94,The Republican nominee is due to appear alongside Democrat Hillary Clinton on Sunday.,2016-10-09
151,POLITICS,Mitt Romney: Trump's 'Shithole' Comments 'Antithetical To American Values',Nina Golgowski,https://www.huffingtonpost.com/entry/romney-trump-shithole-comments_us_5a5cd26fe4b0fcbc3a125eeb,Romney's criticism follows the president's reported remarks about Haiti and African countries.,2018-01-15
