S.no,category,headline,authors,link,short_description,date,text,processed_text,text_length
3260,CRIME,Florida Bestiality Law: Oral Sex Loophole May Only Cover Some Forms Of Contact,Hilary Hanson,https://www.huffingtonpost.com/entry/florida-bestiality-law-oral-sex-loophole_us_5ba2ba8be4b0c2784da5218e,One man's unique case may have uncovered a loophole in Florida law that allows for certain forms of oral sex between humans,2012-06-23,Florida Bestiality Law: Oral Sex Loophole May Only Cover Some Forms Of Contact One man's unique case may have uncovered a loophole in Florida law that allows for certain forms of oral sex between humans,florida bestiality law oral sex loophole may cover form contact one man unique case may uncovered loophole florida law allows certain form oral sex human,153
4645,POLITICS,Marco Rubio Attempts To Win Back Conservatives On Immigration,Christina Wilkie,https://www.huffingtonpost.com/entry/marco-rubio-cpac_n_6756806.html,,2015-02-27,Marco Rubio Attempts To Win Back Conservatives On Immigration ,marco rubio attempt win back conservative immigration,53
3686,POLITICS,"Where Have You Gone, John McCain?","Neal Wooten, ContributorWriter, artist and standup comedian; author, 'Reternity' and '...",https://www.huffingtonpost.com/entry/where-have-you-gone-john-_b_5813054.html,"Where have you gone, John McCain? A nation turns its lonely eyes to you. Just like the lyrics of Mrs. Robinson, a lot of us wonder what has happened to our country. Where is the pride, the honor, the love for our fellow countrymen?",2014-09-13,"Where Have You Gone, John McCain? Where have you gone, John McCain? A nation turns its lonely eyes to you. Just like the lyrics of Mrs. Robinson, a lot of us wonder what has happened to our country. Where is the pride, the honor, the love for our fellow countrymen?",gone john mccain gone john mccain nation turn lonely eye like lyric robinson lot u wonder happened country pride honor love fellow countryman,141
4013,POLITICS,The Trouble With Trump's Tolerance Tour,"Marty Kaplan, Guest WriterGuest Writer",https://www.huffingtonpost.com/entry/the-trouble-with-trumps-tolerance-tour_us_59236a29e4b0e8f558bb292c,One thing inadvertently equips Trump to reconcile the professions of unique truthfulness by incompatible religions: his utter indifference to the truth.,2017-05-22,The Trouble With Trump's Tolerance Tour One thing inadvertently equips Trump to reconcile the professions of unique truthfulness by incompatible religions: his utter indifference to the truth.,trouble trump tolerance tour one thing inadvertently equips trump reconcile profession unique truthfulness incompatible religion utter indifference truth,153
2072,CRIME,Twin Dies After Fall From Escalator In World Trade Center Transit Hub,Mary Papenfuss,https://www.huffingtonpost.com/entry/oculus-twin-death_us_589f9c68e4b03df370d6d8d4,"Jennifer Santos fell as she was trying to retrieve her sister's hat, said officials.",2017-02-12,"Twin Dies After Fall From Escalator In World Trade Center Transit Hub Jennifer Santos fell as she was trying to retrieve her sister's hat, said officials.",twin dy fall escalator world trade center transit hub jennifer santos fell trying retrieve sister hat said official,115
1302,POLITICS,When Male 'Allies' Become Abusers,Angelina Chapin,https://www.huffingtonpost.com/entry/why-male-allies-abuse-women_us_5af35072e4b04d3b2c903373,A psychologist explains why men who advocate for women's rights can be abusive in their private lives.,2018-05-09,When Male 'Allies' Become Abusers A psychologist explains why men who advocate for women's rights can be abusive in their private lives.,male become abuser psychologist explains men advocate woman right abusive private life,86
2628,POLITICS,Whoops! Trump Tweeted At The Wrong Theresa May,Sarah Ruiz-Grossman,https://www.huffingtonpost.com/entry/trump-tweets-wrong-theresa-may_us_5a1f55e7e4b037b8ea1f8ae5,The mishap came amid a long day of controversial tweets from the president.,2017-11-30,Whoops! Trump Tweeted At The Wrong Theresa May The mishap came amid a long day of controversial tweets from the president.,whoop trump tweeted wrong theresa may mishap came amid long day controversial tweet president,93
2377,POLITICS,Donald Trump Agrees To Pay $25 Million To Settle Trump University Fraud Cases,Christina Wilkie,https://www.huffingtonpost.com/entry/trump-university-fraud-settlement_us_582f65fbe4b058ce7aab0907,"The president-elect frequently claims he ""never settles"" lawsuits. Not so.",2016-11-18,"Donald Trump Agrees To Pay $25 Million To Settle Trump University Fraud Cases The president-elect frequently claims he ""never settles"" lawsuits. Not so.",donald trump agrees pay million settle trump university fraud case frequently claim never settle lawsuit,104
2149,CRIME,"NYPD Cop Didn't Use Excessive Force In Fatal Shooting, Jury Finds",Michael McLaughlin,https://www.huffingtonpost.com/entry/nypd-william-flores-excessive-force-shooting_us_5706d2dfe4b0a506064eb429,"A civil jury cleared Sergeant William Flores, who shot a man in the head after the suspect fell to the ground.",2016-04-07,"NYPD Cop Didn't Use Excessive Force In Fatal Shooting, Jury Finds A civil jury cleared Sergeant William Flores, who shot a man in the head after the suspect fell to the ground.",nypd cop use excessive force fatal shooting jury find civil jury cleared sergeant william flores shot man head suspect fell ground,130
1716,POLITICS,Elizabeth Warren Blasts Donald Trump's 'Toxic Stew Of Hatred And Insecurity',Ed Mazza,https://www.huffingtonpost.com/entry/elizabeth-warren-donald-trump_us_572976d8e4b016f378941fc7,"""What happens next will test the character for all of us.""",2016-05-04,"Elizabeth Warren Blasts Donald Trump's 'Toxic Stew Of Hatred And Insecurity' ""What happens next will test the character for all of us.""",elizabeth warren blast donald trump stew hatred insecurity happens next test character u,88
2570,CRIME,"Filipina Model Says Woman Punched Her In Garage, Called Her ‘Chinky Eyes’",David Moye,https://www.huffingtonpost.com/entry/quiggle-ignacio-parking-garage-attack_us_5a05e457e4b01d21c83e5767,"""When something like this happens it breaks your confidence,"" the victim said.",2017-11-10,"Filipina Model Says Woman Punched Her In Garage, Called Her ‘Chinky Eyes’ ""When something like this happens it breaks your confidence,"" the victim said.",filipina model say woman punched garage called chinky eye something like happens break confidence victim said,109
7947,CRIME,1 Of 3 Orange County Fugitives Captured As Manhunt Continues,,https://www.huffingtonpost.com/entry/bac-duong-orange-county-prison_us_56abc838e4b00b033aaf144e,"SANTA ANA, Calif. (AP) — Police captured one of three fugitive inmates on Friday after they escaped a week ago from a California",2016-01-29,"1 Of 3 Orange County Fugitives Captured As Manhunt Continues SANTA ANA, Calif. (AP) — Police captured one of three fugitive inmates on Friday after they escaped a week ago from a California",orange county fugitive captured manhunt continues santa ana ap police captured one three fugitive inmate friday escaped week ago california,139
3297,POLITICS,Why I Support President Obama,"Robert David Jaffee, ContributorAuthor, journalist and mental health activist",https://www.huffingtonpost.com/entry/why-i-support-president-o_b_5644491.html,"My view may not have been so different from that of Maureen Dowd, who once wrote that President Obama had to look deep into his soul to determine who he was.  In her view, he emerged with the realization that he was Barry, president of the Harvard Law Review.",2014-08-02,"Why I Support President Obama My view may not have been so different from that of Maureen Dowd, who once wrote that President Obama had to look deep into his soul to determine who he was.  In her view, he emerged with the realization that he was Barry, president of the Harvard Law Review.",support president obama view may different maureen dowd wrote president obama look deep soul determine view emerged realization barry president harvard law review,162
2394,CRIME,Suspect In Fatal Oklahoma Parade Car Crash Faces 2nd-Degree Murder Charges,,https://www.huffingtonpost.com/entry/oklahoma-parade-car-crash-murder-charges_us_562d6644e4b0ec0a3894da59,Her lawyer says she was not drinking and may suffer from a mental illness.,2015-10-25,Suspect In Fatal Oklahoma Parade Car Crash Faces 2nd-Degree Murder Charges Her lawyer says she was not drinking and may suffer from a mental illness.,suspect fatal oklahoma parade car crash face murder charge lawyer say drinking may suffer mental illness,104
113,POLITICS,Donald Trump Projected Winner In Virginia GOP Presidential Primary,Igor Bobic,https://www.huffingtonpost.com/entry/donald-trump-virginia-primary_us_56d4bedde4b0871f60ec776c,Republican voters in the commonwealth like the reality TV star.,2016-03-02,Donald Trump Projected Winner In Virginia GOP Presidential Primary Republican voters in the commonwealth like the reality TV star.,donald trump projected winner virginia gop presidential primary republican voter commonwealth like reality tv star,114
1810,POLITICS,Obama Has Some Issues With How The Media Are Covering The Election,Ashley Alman,https://www.huffingtonpost.com/entry/obama-media_us_57d84bdfe4b09d7a688028f8,"""The bottom line is that we cannot afford suddenly to treat this like a reality show.""",2016-09-13,"Obama Has Some Issues With How The Media Are Covering The Election ""The bottom line is that we cannot afford suddenly to treat this like a reality show.""",obama issue medium covering election bottom line afford suddenly treat like reality show,88
3241,POLITICS,How FBI Director Comey Altered The Outcome Of The 2016 Presidential Election,"Philip Rotner, Contributor@PhilipRotner, Attorney and Columnist",https://www.huffingtonpost.com/entry/how-fbi-director-comey-altered-the-outcome-of-the-2016_us_58fe6781e4b0f02c3870ed8e,He made terrible political judgments that helped Trump win.,2017-04-25,How FBI Director Comey Altered The Outcome Of The 2016 Presidential Election He made terrible political judgments that helped Trump win.,fbi director comey altered outcome presidential election made terrible political judgment helped trump win,106
606,CRIME,Police Eye Ex-Husband In Anne-Christine Johnson's Disappearance,David Lohr,https://www.huffingtonpost.com/entry/ex-husband-anne-christine-johnson_us_5862d37ee4b0d9a594596361,"The missing mom once told authorities she feared her ex would ""hurt me or even kill me.""",2016-12-27,"Police Eye Ex-Husband In Anne-Christine Johnson's Disappearance The missing mom once told authorities she feared her ex would ""hurt me or even kill me.""",police eye johnson disappearance missing mom told authority feared ex would hurt even kill,90
2807,POLITICS,"Senate Republicans Look To Strike A Deal On Health Care Bill, Find Nothing",Matt Fuller,https://www.huffingtonpost.com/entry/senate-republicans-struggle-deal-health-care_us_595410ede4b02734df2fbb39,Who knew health care could be this complicated?,2017-06-28,"Senate Republicans Look To Strike A Deal On Health Care Bill, Find Nothing Who knew health care could be this complicated?",senate republican look strike deal health care bill find nothing knew health care could complicated,99
7023,POLITICS,"Cities, States Turn To Emergency Declarations To Tackle Homeless Crisis","Rebecca Beitsch, Pew's Stateline",https://www.huffingtonpost.com/entry/state-of-emergency-homeless_us_564361dfe4b0603773472469,"""We’re galvanizing attention and getting the resources we need to address the problem.""",2015-11-11,"Cities, States Turn To Emergency Declarations To Tackle Homeless Crisis ""We’re galvanizing attention and getting the resources we need to address the problem.""",city state turn emergency declaration tackle homeless crisis galvanizing attention getting resource need address problem,120
5648,POLITICS,Hundreds Of Current And Former Lawmakers File Brief Defending Clean Power Plan,Laura Barrón-López,https://www.huffingtonpost.com/entry/congress-clean-power-plan_us_56fe98c8e4b0daf53aef7b9c,A federal appeals court will hear a challenge to Obama's signature climate rule in June.,2016-04-01,Hundreds Of Current And Former Lawmakers File Brief Defending Clean Power Plan A federal appeals court will hear a challenge to Obama's signature climate rule in June.,hundred current former lawmaker file brief defending clean power plan federal appeal court hear challenge obama signature climate rule june,139
